t_sec,produced_total,produced_progress_fraction,attained_total,completed_in_time_total,expired_total,unresolved_cases,unresolved_share,salvageable_unsettled_cases,salvageable_unsettled_share,doomed_unsettled_cases,doomed_unsettled_share,comfortable_slack_cases,comfortable_slack_share,warning_slack_cases,warning_slack_share,critical_slack_cases,critical_slack_share,active_settlement_cases,active_settlement_share,pending_cases,retained_backlog_cases,retained_backlog_share,disturbance_active,configured_delay_ms,configured_ramp_seconds,effective_delay_ms_current,consumer_pause_configured_seconds
0.0003,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,50.0,0.0,50.0,0.0
0.435096,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,50.0,0.0,50.0,0.0
0.839485,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,50.0,0.0,50.0,0.0
1.105274,17,0.001,0,0,0,17,1.0,17,1.0,0,0.0,17,1.0,0,0.0,0,0.0,11,0.647059,2,6,0.352941,1,50.0,0.0,50.0,0.0
1.358125,61,0.05,0,0,0,61,1.0,61,1.0,0,0.0,61,1.0,0,0.0,0,0.0,60,0.983607,7,1,0.016393,1,50.0,0.0,50.0,0.0
1.61721,106,0.1,11,11,0,95,0.896226,95,0.896226,0,0.0,95,0.896226,0,0.0,0,0.0,28,0.264151,0,67,0.632075,1,50.0,0.0,50.0,0.0
1.870621,149,0.136,11,11,0,138,0.926174,138,0.926174,0,0.0,103,0.691275,35,0.234899,0,0.0,76,0.510067,5,62,0.416107,1,50.0,0.0,50.0,0.0
2.123503,193,0.186,11,11,0,182,0.943005,182,0.943005,0,0.0,104,0.53886,52,0.26943,26,0.134715,125,0.647668,10,57,0.295337,1,50.0,0.0,50.0,0.0
2.376956,237,0.236,11,11,0,226,0.953586,208,0.877637,18,0.075949,104,0.438819,52,0.219409,52,0.219409,156,0.658228,15,52,0.219409,1,50.0,0.0,50.0,0.0
2.630603,281,0.268,11,11,0,270,0.960854,208,0.740214,62,0.220641,104,0.370107,52,0.185053,52,0.185053,161,0.572954,20,47,0.16726,1,50.0,0.0,50.0,0.0
2.88437,325,0.318,11,11,0,314,0.966154,209,0.643077,105,0.323077,105,0.323077,52,0.16,52,0.16,167,0.513846,25,42,0.129231,1,50.0,0.0,50.0,0.0
3.139636,370,0.368,11,11,0,359,0.97027,210,0.567568,149,0.402703,105,0.283784,53,0.143243,52,0.140541,173,0.467568,30,37,0.1,1,50.0,0.0,50.0,0.0
3.397975,416,0.4,42,11,31,374,0.899038,210,0.504808,164,0.394231,105,0.252404,53,0.127404,52,0.125,177,0.425481,3,33,0.079327,1,50.0,0.0,50.0,0.0
3.652536,461,0.45,42,11,31,419,0.908894,211,0.457701,208,0.451193,106,0.229935,52,0.112798,53,0.114967,183,0.396963,8,28,0.060738,1,50.0,0.0,50.0,0.0
3.911162,505,0.5,42,11,31,463,0.916832,209,0.413861,254,0.50297,104,0.205941,53,0.10495,52,0.10297,186,0.368317,13,23,0.045545,1,50.0,0.0,50.0,0.0
4.167114,550,0.55,42,11,31,508,0.923636,210,0.381818,298,0.541818,104,0.189091,53,0.096364,53,0.096364,192,0.349091,18,18,0.032727,1,50.0,0.0,50.0,0.0
4.422546,595,0.586,42,11,31,553,0.929412,210,0.352941,343,0.576471,105,0.176471,52,0.087395,53,0.089076,197,0.331092,23,13,0.021849,1,50.0,0.0,50.0,0.0
4.680305,640,0.636,42,11,31,598,0.934375,210,0.328125,388,0.60625,106,0.165625,52,0.08125,52,0.08125,202,0.315625,28,8,0.0125,1,50.0,0.0,50.0,0.0
4.942361,686,0.668,73,11,62,613,0.893586,210,0.306122,403,0.587464,105,0.153061,53,0.077259,52,0.075802,206,0.300292,1,4,0.005831,1,50.0,0.0,50.0,0.0
5.204979,732,0.718,73,11,62,659,0.900273,210,0.286885,449,0.613388,105,0.143443,52,0.071038,53,0.072404,11,0.015027,6,199,0.271858,1,50.0,0.0,50.0,0.0
5.461495,777,0.768,73,11,62,704,0.906049,211,0.271557,493,0.634492,106,0.136422,52,0.066924,53,0.068211,17,0.021879,11,194,0.249678,1,50.0,0.0,50.0,0.0
5.71803,823,0.818,73,11,62,750,0.9113,211,0.256379,539,0.654921,106,0.128797,52,0.063183,53,0.064399,22,0.026731,16,189,0.229648,1,50.0,0.0,50.0,0.0
5.975854,867,0.867,73,11,62,794,0.915802,211,0.243368,583,0.672434,105,0.121107,53,0.06113,53,0.06113,27,0.031142,21,184,0.212226,1,50.0,0.0,50.0,0.0
6.238837,913,0.9,73,11,62,840,0.920044,210,0.230011,630,0.690033,104,0.11391,53,0.05805,53,0.05805,31,0.033954,26,179,0.196057,1,50.0,0.0,50.0,0.0
6.500481,959,0.95,103,11,92,856,0.892596,211,0.220021,645,0.672576,106,0.110532,52,0.054223,53,0.055266,36,0.037539,0,175,0.182482,1,50.0,0.0,50.0,0.0
6.758452,1000,1.0,103,11,92,897,0.897,205,0.205,692,0.692,101,0.101,52,0.052,52,0.052,35,0.035,5,170,0.17,1,50.0,0.0,50.0,0.0
7.019141,1000,1.0,103,11,92,897,0.897,159,0.159,738,0.738,55,0.055,53,0.053,51,0.051,0,0.0,10,165,0.165,1,50.0,0.0,50.0,0.0
7.279691,1000,1.0,103,11,92,897,0.897,115,0.115,782,0.782,9,0.009,53,0.053,53,0.053,0,0.0,15,160,0.16,1,50.0,0.0,50.0,0.0
7.537272,1000,1.0,103,11,92,897,0.897,70,0.07,827,0.827,0,0.0,17,0.017,53,0.053,0,0.0,20,155,0.155,1,50.0,0.0,50.0,0.0
7.796274,1000,1.0,103,11,92,897,0.897,24,0.024,873,0.873,0,0.0,0,0.0,24,0.024,0,0.0,25,150,0.15,1,50.0,0.0,50.0,0.0
8.052731,1000,1.0,103,11,92,897,0.897,0,0.0,897,0.897,0,0.0,0,0.0,0,0.0,0,0.0,353,22,0.022,0,50.0,0.0,50.0,0.0
8.328728,1000,1.0,686,11,675,314,0.314,0,0.0,314,0.314,0,0.0,0,0.0,0,0.0,0,0.0,314,0,0.0,0,50.0,0.0,50.0,0.0
8.634181,1000,1.0,686,11,675,314,0.314,0,0.0,314,0.314,0,0.0,0,0.0,0,0.0,0,0.0,314,0,0.0,0,50.0,0.0,50.0,0.0
8.937917,1000,1.0,686,11,675,314,0.314,0,0.0,314,0.314,0,0.0,0,0.0,0,0.0,0,0.0,314,0,0.0,0,50.0,0.0,50.0,0.0
9.243034,1000,1.0,686,11,675,314,0.314,0,0.0,314,0.314,0,0.0,0,0.0,0,0.0,0,0.0,314,0,0.0,0,50.0,0.0,50.0,0.0
9.64809,1000,1.0,686,11,675,314,0.314,0,0.0,314,0.314,0,0.0,0,0.0,0,0.0,0,0.0,314,0,0.0,0,50.0,0.0,50.0,0.0
10.052644,1000,1.0,1000,11,989,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,50.0,0.0,50.0,0.0
10.356492,1000,1.0,1000,11,989,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,50.0,0.0,50.0,0.0
10.659829,1000,1.0,1000,11,989,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,50.0,0.0,50.0,0.0
10.964429,1000,1.0,1000,11,989,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,50.0,0.0,50.0,0.0
11.267784,1000,1.0,1000,11,989,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,50.0,0.0,50.0,0.0
11.571784,1000,1.0,1000,11,989,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,50.0,0.0,50.0,0.0
11.875409,1000,1.0,1000,11,989,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,50.0,0.0,50.0,0.0
12.080592,1000,1.0,1000,11,989,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,50.0,0.0,50.0,0.0
