t_sec,produced_total,produced_progress_fraction,attained_total,completed_in_time_total,expired_total,unresolved_cases,unresolved_share,salvageable_unsettled_cases,salvageable_unsettled_share,doomed_unsettled_cases,doomed_unsettled_share,comfortable_slack_cases,comfortable_slack_share,warning_slack_cases,warning_slack_share,critical_slack_cases,critical_slack_share,active_settlement_cases,active_settlement_share,pending_cases,retained_backlog_cases,retained_backlog_share,disturbance_active,configured_delay_ms,configured_ramp_seconds,effective_delay_ms_current,consumer_pause_configured_seconds
0.000328,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,2.8
0.322328,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,2.8
0.625883,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,2.8
0.932677,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,2.8
1.184285,32,0.018,1,1,0,31,0.96875,31,0.96875,0,0.0,31,0.96875,0,0.0,0,0.0,31,0.96875,31,0,0.0,0,0.0,0.0,0.0,2.8
1.435769,76,0.068,1,1,0,75,0.986842,75,0.986842,0,0.0,75,0.986842,0,0.0,0,0.0,75,0.986842,75,0,0.0,0,0.0,0.0,0.0,2.8
1.691016,119,0.117,1,1,0,118,0.991597,118,0.991597,0,0.0,103,0.865546,15,0.12605,0,0.0,118,0.991597,118,0,0.0,0,0.0,0.0,0.0,2.8
1.942481,161,0.15,129,129,0,32,0.198758,32,0.198758,0,0.0,32,0.198758,0,0.0,0,0.0,32,0.198758,32,0,0.0,0,0.0,0.0,0.0,2.8
4.989938,475,0.467,200,129,71,275,0.578947,138,0.290526,137,0.288421,98,0.206316,9,0.018947,31,0.065263,138,0.290526,0,0,0.0,0,0.0,0.0,0.0,2.8
5.249585,520,0.518,200,129,71,320,0.615385,153,0.294231,167,0.321154,102,0.196154,48,0.092308,3,0.005769,153,0.294231,320,0,0.0,0,0.0,0.0,0.0,2.8
5.50368,563,0.55,200,129,71,363,0.64476,193,0.342806,170,0.301954,102,0.181172,51,0.090586,40,0.071048,193,0.342806,363,0,0.0,0,0.0,0.0,0.0,2.8
5.797735,614,0.6,605,329,276,9,0.014658,9,0.014658,0,0.0,9,0.014658,0,0.0,0,0.0,9,0.014658,0,0,0.0,0,0.0,0.0,0.0,2.8
6.057795,657,0.65,605,329,276,52,0.079148,52,0.079148,0,0.0,52,0.079148,0,0.0,0,0.0,52,0.079148,52,0,0.0,0,0.0,0.0,0.0,2.8
6.313781,701,0.7,605,329,276,96,0.136947,96,0.136947,0,0.0,96,0.136947,0,0.0,0,0.0,96,0.136947,96,0,0.0,0,0.0,0.0,0.0,2.8
6.571102,745,0.734,741,465,276,4,0.005369,4,0.005369,0,0.0,4,0.005369,0,0.0,0,0.0,4,0.005369,0,0,0.0,0,0.0,0.0,0.0,2.8
6.834286,787,0.783,741,465,276,46,0.05845,46,0.05845,0,0.0,46,0.05845,0,0.0,0,0.0,46,0.05845,46,0,0.0,0,0.0,0.0,0.0,2.8
7.093286,829,0.817,741,465,276,88,0.106152,88,0.106152,0,0.0,88,0.106152,0,0.0,0,0.0,88,0.106152,88,0,0.0,0,0.0,0.0,0.0,2.8
7.357193,872,0.867,867,591,276,5,0.005734,5,0.005734,0,0.0,5,0.005734,0,0.0,0,0.0,5,0.005734,5,0,0.0,0,0.0,0.0,0.0,2.8
7.615472,914,0.9,867,591,276,47,0.051422,47,0.051422,0,0.0,47,0.051422,0,0.0,0,0.0,47,0.051422,46,0,0.0,0,0.0,0.0,0.0,2.8
7.880733,958,0.95,867,591,276,91,0.09499,91,0.09499,0,0.0,91,0.09499,0,0.0,0,0.0,91,0.09499,90,0,0.0,0,0.0,0.0,0.0,2.8
8.306844,1000,1.0,992,716,276,8,0.008,8,0.008,0,0.0,8,0.008,0,0.0,0,0.0,8,0.008,8,0,0.0,0,0.0,0.0,0.0,2.8
8.712492,1000,1.0,992,716,276,8,0.008,8,0.008,0,0.0,4,0.004,4,0.004,0,0.0,8,0.008,8,0,0.0,0,0.0,0.0,0.0,2.8
9.016646,1000,1.0,1000,724,276,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,2.8
9.321095,1000,1.0,1000,724,276,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,2.8
9.624953,1000,1.0,1000,724,276,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,2.8
9.929146,1000,1.0,1000,724,276,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,2.8
