case_id,produced_at_epoch,deadline_at_epoch
0,1776664074.008810,1776664075.208810
1,1776664074.019375,1776664075.219375
2,1776664074.026189,1776664075.226189
3,1776664074.031994,1776664075.231994
4,1776664074.037860,1776664075.237860
5,1776664074.043851,1776664075.243851
6,1776664074.049922,1776664075.249923
7,1776664074.055642,1776664075.255642
8,1776664074.061493,1776664075.261493
9,1776664074.067217,1776664075.267217
10,1776664074.072980,1776664075.272980
11,1776664074.078674,1776664075.278674
12,1776664074.084374,1776664075.284374
13,1776664074.089974,1776664075.289974
14,1776664074.095658,1776664075.295658
15,1776664074.101252,1776664075.301252
16,1776664074.106879,1776664075.306879
17,1776664074.112597,1776664075.312597
18,1776664074.118663,1776664075.318663
19,1776664074.124497,1776664075.324497
20,1776664074.130197,1776664075.330197
21,1776664074.136045,1776664075.336045
22,1776664074.141651,1776664075.341651
23,1776664074.147366,1776664075.347366
24,1776664074.153042,1776664075.353042
25,1776664074.158807,1776664075.358807
26,1776664074.164770,1776664075.364770
27,1776664074.170409,1776664075.370409
28,1776664074.176176,1776664075.376176
29,1776664074.182055,1776664075.382055
30,1776664074.187727,1776664075.387727
31,1776664074.193441,1776664075.393441
32,1776664074.199091,1776664075.399091
33,1776664074.204798,1776664075.404798
34,1776664074.210796,1776664075.410796
35,1776664074.216797,1776664075.416797
36,1776664074.222472,1776664075.422472
37,1776664074.228537,1776664075.428537
38,1776664074.234495,1776664075.434495
39,1776664074.240283,1776664075.440283
40,1776664074.246041,1776664075.446041
41,1776664074.251830,1776664075.451830
42,1776664074.257521,1776664075.457521
43,1776664074.263249,1776664075.463249
44,1776664074.268915,1776664075.468915
45,1776664074.274545,1776664075.474545
46,1776664074.280173,1776664075.480173
47,1776664074.286000,1776664075.486000
48,1776664074.292209,1776664075.492209
49,1776664074.297956,1776664075.497956
50,1776664074.304246,1776664075.504246
51,1776664074.310101,1776664075.510101
52,1776664074.315928,1776664075.515928
53,1776664074.321625,1776664075.521625
54,1776664074.327403,1776664075.527403
55,1776664074.333602,1776664075.533602
56,1776664074.339347,1776664075.539347
57,1776664074.345078,1776664075.545078
58,1776664074.350830,1776664075.550830
59,1776664074.356541,1776664075.556541
60,1776664074.362279,1776664075.562279
61,1776664074.368048,1776664075.568048
62,1776664074.374088,1776664075.574088
63,1776664074.379842,1776664075.579842
64,1776664074.385890,1776664075.585890
65,1776664074.391531,1776664075.591531
66,1776664074.397302,1776664075.597302
67,1776664074.403808,1776664075.603808
68,1776664074.410156,1776664075.610156
69,1776664074.416338,1776664075.616338
70,1776664074.422102,1776664075.622102
71,1776664074.427829,1776664075.627829
72,1776664074.433490,1776664075.633490
73,1776664074.439125,1776664075.639125
74,1776664074.448766,1776664075.648767
75,1776664074.454820,1776664075.654820
76,1776664074.460724,1776664075.660724
77,1776664074.466455,1776664075.666455
