t_sec,produced_total,produced_progress_fraction,attained_total,completed_in_time_total,expired_total,unresolved_cases,unresolved_share,salvageable_unsettled_cases,salvageable_unsettled_share,doomed_unsettled_cases,doomed_unsettled_share,comfortable_slack_cases,comfortable_slack_share,warning_slack_cases,warning_slack_share,critical_slack_cases,critical_slack_share,active_settlement_cases,active_settlement_share,pending_cases,retained_backlog_cases,retained_backlog_share,disturbance_active,configured_delay_ms,configured_ramp_seconds,effective_delay_ms_current,consumer_pause_configured_seconds
0.016401,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,50.0,0.0,50.0,0.0
0.279163,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,50.0,0.0,50.0,0.0
0.683709,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,50.0,0.0,50.0,0.0
1.022852,1,0.001,1,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,50.0,0.0,50.0,0.0
1.276897,45,0.037,6,6,0,39,0.866667,39,0.866667,0,0.0,39,0.866667,0,0.0,0,0.0,35,0.777778,0,4,0.088889,1,50.0,0.0,50.0,0.0
1.533282,91,0.086,11,11,0,80,0.879121,80,0.879121,0,0.0,80,0.879121,0,0.0,0,0.0,1,0.010989,0,79,0.868132,1,50.0,0.0,50.0,0.0
1.786566,136,0.136,16,16,0,120,0.882353,120,0.882353,0,0.0,106,0.779412,14,0.102941,0,0.0,46,0.338235,0,74,0.544118,1,50.0,0.0,50.0,0.0
2.040359,181,0.168,21,21,0,160,0.883978,160,0.883978,0,0.0,106,0.585635,53,0.292818,1,0.005525,91,0.502762,0,69,0.381215,1,50.0,0.0,50.0,0.0
2.295639,225,0.217,26,26,0,199,0.884444,199,0.884444,0,0.0,105,0.466667,53,0.235556,41,0.182222,135,0.6,0,64,0.284444,1,50.0,0.0,50.0,0.0
2.551908,268,0.268,31,27,4,237,0.884328,209,0.779851,28,0.104478,103,0.384328,53,0.197761,53,0.197761,150,0.559701,0,59,0.220149,1,50.0,0.0,50.0,0.0
