t_sec,produced_total,produced_progress_fraction,attained_total,completed_in_time_total,expired_total,unresolved_cases,unresolved_share,salvageable_unsettled_cases,salvageable_unsettled_share,doomed_unsettled_cases,doomed_unsettled_share,comfortable_slack_cases,comfortable_slack_share,warning_slack_cases,warning_slack_share,critical_slack_cases,critical_slack_share,active_settlement_cases,active_settlement_share,pending_cases,retained_backlog_cases,retained_backlog_share,disturbance_active,configured_delay_ms,configured_ramp_seconds,effective_delay_ms_current,consumer_pause_configured_seconds
0.000592,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,8.0,0.0,8.0,0.0
0.383204,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,8.0,0.0,8.0,0.0
0.788507,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,8.0,0.0,8.0,0.0
1.119113,1,0.0,0,0,0,1,1.0,1,1.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,0,0,0.0,1,8.0,0.0,8.0,0.0
1.37587,43,0.035,29,29,0,14,0.325581,14,0.325581,0,0.0,14,0.325581,0,0.0,0,0.0,13,0.302326,0,1,0.023256,1,8.0,0.0,8.0,0.0
1.63388,88,0.086,59,59,0,29,0.329545,29,0.329545,0,0.0,29,0.329545,0,0.0,0,0.0,18,0.204545,0,11,0.125,1,8.0,0.0,8.0,0.0
1.88587,130,0.117,87,87,0,43,0.330769,43,0.330769,0,0.0,43,0.330769,0,0.0,0,0.0,24,0.184615,0,19,0.146154,1,8.0,0.0,8.0,0.0
2.143869,172,0.166,116,116,0,56,0.325581,56,0.325581,0,0.0,56,0.325581,0,0.0,0,0.0,13,0.075581,0,43,0.25,1,8.0,0.0,8.0,0.0
2.404273,216,0.2,146,146,0,70,0.324074,70,0.324074,0,0.0,70,0.324074,0,0.0,0,0.0,57,0.263889,0,13,0.060185,1,8.0,0.0,8.0,0.0
2.6599,260,0.25,175,175,0,85,0.326923,85,0.326923,0,0.0,85,0.326923,0,0.0,0,0.0,24,0.092308,0,61,0.234615,1,8.0,0.0,8.0,0.0
2.913982,304,0.3,204,204,0,100,0.328947,100,0.328947,0,0.0,100,0.328947,0,0.0,0,0.0,68,0.223684,0,32,0.105263,1,8.0,0.0,8.0,0.0
3.175978,348,0.334,234,234,0,114,0.327586,114,0.327586,0,0.0,103,0.295977,11,0.031609,0,0.0,112,0.321839,0,2,0.005747,1,8.0,0.0,8.0,0.0
3.430547,392,0.386,263,263,0,129,0.329082,129,0.329082,0,0.0,102,0.260204,27,0.068878,0,0.0,40,0.102041,0,89,0.227041,1,8.0,0.0,8.0,0.0
3.69348,437,0.436,293,293,0,144,0.329519,144,0.329519,0,0.0,103,0.235698,41,0.093822,0,0.0,85,0.194508,0,59,0.135011,1,8.0,0.0,8.0,0.0
3.954032,483,0.468,323,323,0,160,0.331263,160,0.331263,0,0.0,105,0.217391,51,0.10559,4,0.008282,131,0.271222,0,29,0.060041,1,8.0,0.0,8.0,0.0
4.222032,529,0.518,353,353,0,176,0.332703,176,0.332703,0,0.0,104,0.196597,52,0.098299,20,0.037807,2,0.003781,0,174,0.328922,1,8.0,0.0,8.0,0.0
4.481996,575,0.568,383,383,0,192,0.333913,192,0.333913,0,0.0,105,0.182609,52,0.090435,35,0.06087,48,0.083478,0,144,0.250435,1,8.0,0.0,8.0,0.0
4.74367,620,0.617,413,413,0,207,0.333871,207,0.333871,0,0.0,105,0.169355,51,0.082258,51,0.082258,93,0.15,0,114,0.183871,1,8.0,0.0,8.0,0.0
5.003548,665,0.65,443,415,28,222,0.333835,209,0.314286,13,0.019549,105,0.157895,52,0.078195,52,0.078195,125,0.18797,0,84,0.126316,1,8.0,0.0,8.0,0.0
5.26762,709,0.7,471,415,56,238,0.335684,207,0.291961,31,0.043724,102,0.143865,52,0.073343,53,0.074753,151,0.212976,0,56,0.078984,1,8.0,0.0,8.0,0.0
5.527355,754,0.75,501,415,86,253,0.335544,207,0.274536,46,0.061008,103,0.136605,52,0.068966,52,0.068966,181,0.240053,0,26,0.034483,1,8.0,0.0,8.0,0.0
5.79222,801,0.8,530,415,115,271,0.338327,207,0.258427,64,0.0799,104,0.129838,51,0.06367,52,0.064919,10,0.012484,0,197,0.245943,1,8.0,0.0,8.0,0.0
6.058064,846,0.836,560,415,145,286,0.338061,206,0.243499,80,0.094563,104,0.122931,51,0.060284,51,0.060284,39,0.046099,0,167,0.1974,1,8.0,0.0,8.0,0.0
6.320954,892,0.886,590,415,175,302,0.338565,207,0.232063,95,0.106502,104,0.116592,52,0.058296,51,0.057175,70,0.078475,0,137,0.153587,1,8.0,0.0,8.0,0.0
6.581353,933,0.917,619,415,204,314,0.336549,205,0.219721,109,0.116827,100,0.107181,53,0.056806,52,0.055734,97,0.103966,0,108,0.115756,1,8.0,0.0,8.0,0.0
6.848188,978,0.967,648,415,233,330,0.337423,203,0.207566,127,0.129857,99,0.101227,52,0.05317,52,0.05317,124,0.126789,0,79,0.080777,1,8.0,0.0,8.0,0.0
7.113862,1000,1.0,676,415,261,324,0.324,178,0.178,146,0.146,77,0.077,49,0.049,52,0.052,127,0.127,0,51,0.051,1,8.0,0.0,8.0,0.0
7.377659,1000,1.0,704,415,289,296,0.296,133,0.133,163,0.163,34,0.034,49,0.049,50,0.05,110,0.11,0,23,0.023,1,8.0,0.0,8.0,0.0
7.66394,1000,1.0,728,415,313,272,0.272,84,0.084,188,0.188,0,0.0,35,0.035,49,0.049,0,0.0,0,199,0.199,1,8.0,0.0,8.0,0.0
7.94943,1000,1.0,752,415,337,248,0.248,37,0.037,211,0.211,0,0.0,0,0.0,37,0.037,0,0.0,0,175,0.175,1,8.0,0.0,8.0,0.0
8.233628,1000,1.0,925,415,510,75,0.075,0,0.0,75,0.075,0,0.0,0,0.0,0,0.0,0,0.0,0,2,0.002,0,8.0,0.0,8.0,0.0
8.722704,1000,1.0,1000,415,585,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,8.0,0.0,8.0,0.0
9.024227,1000,1.0,1000,415,585,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,8.0,0.0,8.0,0.0
9.329475,1000,1.0,1000,415,585,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,8.0,0.0,8.0,0.0
9.634257,1000,1.0,1000,415,585,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,8.0,0.0,8.0,0.0
9.938423,1000,1.0,1000,415,585,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,8.0,0.0,8.0,0.0
10.296245,1000,1.0,1000,415,585,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,8.0,0.0,8.0,0.0
10.577565,1000,1.0,1000,415,585,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,8.0,0.0,8.0,0.0
