t_sec,produced_total,produced_progress_fraction,attained_total,completed_in_time_total,expired_total,unresolved_cases,unresolved_share,salvageable_unsettled_cases,salvageable_unsettled_share,doomed_unsettled_cases,doomed_unsettled_share,comfortable_slack_cases,comfortable_slack_share,warning_slack_cases,warning_slack_share,critical_slack_cases,critical_slack_share,active_settlement_cases,active_settlement_share,pending_cases,retained_backlog_cases,retained_backlog_share,disturbance_active,configured_delay_ms,configured_ramp_seconds,effective_delay_ms_current,consumer_pause_configured_seconds
0.84942,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,50.0,0.0,50.0,0.0
1.201228,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,50.0,0.0,50.0,0.0
1.468498,26,0.018,4,4,0,22,0.846154,22,0.846154,0,0.0,22,0.846154,0,0.0,0,0.0,22,0.846154,0,0,0.0,1,50.0,0.0,50.0,0.0
1.723284,69,0.067,9,9,0,60,0.869565,60,0.869565,0,0.0,60,0.869565,0,0.0,0,0.0,60,0.869565,0,0,0.0,1,50.0,0.0,50.0,0.0
1.981081,111,0.1,14,14,0,97,0.873874,97,0.873874,0,0.0,97,0.873874,0,0.0,0,0.0,97,0.873874,0,0,0.0,1,50.0,0.0,50.0,0.0
2.238427,154,0.15,19,19,0,135,0.876623,135,0.876623,0,0.0,99,0.642857,36,0.233766,0,0.0,135,0.876623,0,0,0.0,1,50.0,0.0,50.0,0.0
2.49302,199,0.186,24,24,0,175,0.879397,175,0.879397,0,0.0,102,0.512563,50,0.251256,23,0.115578,175,0.879397,0,0,0.0,1,50.0,0.0,50.0,0.0
2.747742,244,0.236,29,27,2,215,0.881148,204,0.836066,11,0.045082,106,0.434426,48,0.196721,50,0.204918,204,0.836066,0,0,0.0,1,50.0,0.0,50.0,0.0
3.003283,287,0.285,34,27,7,253,0.881533,204,0.710801,49,0.170732,104,0.362369,52,0.181185,48,0.167247,204,0.710801,0,0,0.0,1,50.0,0.0,50.0,0.0
3.260779,332,0.318,39,27,12,293,0.88253,209,0.629518,84,0.253012,104,0.313253,53,0.159639,52,0.156627,209,0.629518,0,0,0.0,1,50.0,0.0,50.0,0.0
3.516282,378,0.368,44,27,17,334,0.883598,210,0.555556,124,0.328042,106,0.280423,51,0.134921,53,0.140212,210,0.555556,0,0,0.0,1,50.0,0.0,50.0,0.0
3.774033,423,0.418,49,27,22,374,0.884161,209,0.49409,165,0.390071,106,0.250591,52,0.122931,51,0.120567,209,0.49409,0,0,0.0,1,50.0,0.0,50.0,0.0
4.029632,468,0.45,54,27,27,414,0.884615,211,0.450855,203,0.433761,105,0.224359,54,0.115385,52,0.111111,211,0.450855,0,0,0.0,1,50.0,0.0,50.0,0.0
4.286932,512,0.5,59,27,32,453,0.884766,210,0.410156,243,0.474609,105,0.205078,52,0.101562,53,0.103516,210,0.410156,0,0,0.0,1,50.0,0.0,50.0,0.0
4.545002,557,0.55,64,27,37,493,0.885099,209,0.375224,284,0.509874,104,0.186715,53,0.095153,52,0.093357,209,0.375224,0,0,0.0,1,50.0,0.0,50.0,0.0
4.803123,600,0.6,69,27,42,531,0.885,208,0.346667,323,0.538333,104,0.173333,51,0.085,53,0.088333,208,0.346667,0,0,0.0,1,50.0,0.0,50.0,0.0
5.071851,643,0.633,74,27,47,569,0.884914,204,0.317263,365,0.567652,99,0.153966,53,0.082426,52,0.080871,204,0.317263,0,0,0.0,1,50.0,0.0,50.0,0.0
5.335557,688,0.685,79,27,52,609,0.885174,202,0.293605,407,0.59157,99,0.143895,51,0.074128,52,0.075581,202,0.293605,0,0,0.0,1,50.0,0.0,50.0,0.0
5.602884,732,0.717,84,27,57,648,0.885246,200,0.273224,448,0.612022,100,0.136612,48,0.065574,52,0.071038,200,0.273224,0,0,0.0,1,50.0,0.0,50.0,0.0
5.862708,777,0.768,89,27,62,688,0.885457,200,0.2574,488,0.628057,102,0.131274,50,0.06435,48,0.061776,200,0.2574,0,0,0.0,1,50.0,0.0,50.0,0.0
6.124158,821,0.818,94,27,67,727,0.885505,204,0.248477,523,0.637028,103,0.125457,50,0.060901,51,0.062119,204,0.248477,0,0,0.0,1,50.0,0.0,50.0,0.0
6.382876,867,0.85,99,27,72,768,0.885813,205,0.236448,563,0.649366,104,0.119954,51,0.058824,50,0.05767,205,0.236448,0,0,0.0,1,50.0,0.0,50.0,0.0
6.644897,912,0.9,104,27,77,808,0.885965,206,0.225877,602,0.660088,105,0.115132,51,0.055921,50,0.054825,206,0.225877,0,0,0.0,1,50.0,0.0,50.0,0.0
6.903444,957,0.95,109,27,82,848,0.886102,209,0.218391,639,0.667712,105,0.109718,53,0.055381,51,0.053292,209,0.218391,0,0,0.0,1,50.0,0.0,50.0,0.0
7.165338,1000,1.0,114,27,87,886,0.886,206,0.206,680,0.68,102,0.102,52,0.052,52,0.052,206,0.206,0,0,0.0,1,50.0,0.0,50.0,0.0
7.427541,1000,1.0,119,27,92,881,0.881,160,0.16,721,0.721,55,0.055,53,0.053,52,0.052,160,0.16,0,0,0.0,1,50.0,0.0,50.0,0.0
7.694174,1000,1.0,124,27,97,876,0.876,114,0.114,762,0.762,11,0.011,51,0.051,52,0.052,114,0.114,0,0,0.0,1,50.0,0.0,50.0,0.0
7.953426,1000,1.0,129,27,102,871,0.871,69,0.069,802,0.802,0,0.0,18,0.018,51,0.051,69,0.069,0,0,0.0,1,50.0,0.0,50.0,0.0
8.212876,1000,1.0,824,27,797,176,0.176,25,0.025,151,0.151,0,0.0,0,0.0,25,0.025,25,0.025,0,0,0.0,0,50.0,0.0,50.0,0.0
8.568409,1000,1.0,1000,44,956,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,50.0,0.0,50.0,0.0
8.875589,1000,1.0,1000,44,956,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,50.0,0.0,50.0,0.0
9.185161,1000,1.0,1000,44,956,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,50.0,0.0,50.0,0.0
9.494025,1000,1.0,1000,44,956,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,50.0,0.0,50.0,0.0
9.805147,1000,1.0,1000,44,956,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,50.0,0.0,50.0,0.0
10.112633,1000,1.0,1000,44,956,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,50.0,0.0,50.0,0.0
10.355604,1000,1.0,1000,44,956,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,50.0,0.0,50.0,0.0
