scenario_id,configuration,family,severity,t_sec,produced_total,completed_in_time_total,expired_total,salvageable_unsettled_cases,doomed_unsettled_cases,comfortable_slack_cases,warning_slack_cases,critical_slack_cases,active_settlement_cases,active_settlement_share,pending_cases,retained_backlog_cases,retained_backlog_share,salvageable_unsettled_share,doomed_unsettled_share,critical_slack_share
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,1.0,23.0,1.0,0.0,22.0,0.0,22.0,0.0,0.0,22.0,0.961925,22.0,0.0,0.0,0.961925,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,1.25,68.0,1.0,0.0,67.0,0.0,67.0,0.0,0.0,67.0,0.985291,67.0,0.0,0.0,0.985291,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,1.5,111.0,1.0,0.0,101.5,0.0,98.0,2.0,0.0,101.5,0.990192,101.5,0.0,0.0,0.990192,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,1.75,145.5,129.0,0.0,26.5,0.0,26.5,0.0,0.0,26.5,0.167709,26.5,0.0,0.0,0.167709,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,2.0,188.5,129.0,0.0,57.0,0.0,57.0,0.0,0.0,57.0,0.275097,43.0,0.0,0.0,0.275097,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,2.25,686.0,129.0,69.0,207.0,277.0,104.0,53.0,51.5,207.0,0.306352,0.0,0.0,0.0,0.306352,0.402755,0.075126
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,2.5,686.0,129.0,71.0,208.5,277.0,104.0,53.0,52.5,208.5,0.304154,0.0,0.0,0.0,0.304154,0.402755,0.075865
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,2.75,686.0,129.0,71.0,208.5,277.0,104.0,53.0,52.5,208.5,0.304154,0.0,0.0,0.0,0.304154,0.402755,0.075865
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,3.0,686.0,129.0,71.0,208.5,277.0,104.0,53.0,52.5,208.5,0.304154,0.0,0.0,0.0,0.304154,0.402755,0.075865
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,3.25,686.0,129.0,71.0,208.5,277.0,104.0,53.0,52.5,208.5,0.304154,0.0,0.0,0.0,0.304154,0.402755,0.075865
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,3.5,686.0,129.0,71.0,208.5,277.0,104.0,53.0,52.5,208.5,0.304154,0.0,0.0,0.0,0.304154,0.402755,0.075865
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,3.75,686.0,129.0,71.0,208.5,277.0,104.0,53.0,52.5,208.5,0.304154,0.0,0.0,0.0,0.304154,0.402755,0.075865
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,4.0,686.0,129.0,71.0,208.5,277.0,104.0,53.0,52.5,208.5,0.304154,0.0,0.0,0.0,0.304154,0.402755,0.075865
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,4.25,686.0,129.0,71.0,208.5,277.0,104.0,53.0,52.5,208.5,0.304154,0.0,0.0,0.0,0.304154,0.402755,0.075865
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,4.5,686.0,129.0,71.0,208.5,277.0,104.0,53.0,52.5,208.5,0.304154,0.0,0.0,0.0,0.304154,0.402755,0.075865
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,4.75,686.0,129.0,71.0,208.5,277.0,104.0,53.0,52.5,208.5,0.302873,0.0,0.0,0.0,0.302873,0.402755,0.075126
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,5.0,688.5,129.0,71.0,209.0,277.0,104.0,53.0,52.0,209.0,0.302873,0.0,0.0,0.0,0.302873,0.402755,0.073772
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,5.25,733.0,129.0,71.0,209.5,322.0,104.0,52.0,53.0,209.5,0.285417,532.5,0.0,0.0,0.285417,0.439926,0.071965
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,5.5,778.5,131.0,72.5,202.5,325.0,102.0,51.0,52.0,202.5,0.267091,529.5,0.0,0.0,0.267091,0.443047,0.067697
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,5.75,827.5,333.0,487.5,11.0,0.0,11.0,0.0,0.0,11.0,0.013995,0.0,0.0,0.0,0.013995,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,6.0,872.5,333.0,487.5,56.0,0.0,56.0,0.0,0.0,56.0,0.064094,55.5,0.0,0.0,0.064094,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,6.25,917.0,333.0,487.5,100.5,0.0,100.5,0.0,0.0,100.5,0.110037,100.0,0.0,0.0,0.110037,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,6.5,962.5,470.0,487.5,5.0,0.0,5.0,0.0,0.0,5.0,0.00528,4.5,0.0,0.0,0.00528,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,6.75,1000.0,470.0,487.5,37.0,0.0,34.0,0.0,0.0,37.0,0.037,37.0,0.0,0.0,0.037,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,7.0,1000.0,470.0,487.5,42.0,0.0,30.5,1.0,0.0,42.0,0.042,42.0,0.0,0.0,0.042,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,7.25,1000.0,477.5,487.5,40.0,0.0,17.5,11.0,0.0,40.0,0.04,40.0,0.0,0.0,0.04,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,7.5,1000.0,511.5,487.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,7.75,1000.0,512.5,487.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,8.0,1000.0,512.5,487.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,8.25,1000.0,512.5,487.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,8.5,1000.0,512.5,487.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,8.75,1000.0,512.5,487.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,9.0,1000.0,512.5,487.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,9.25,1000.0,512.5,487.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,9.5,1000.0,512.5,487.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,9.75,1000.0,512.5,487.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,10.0,1000.0,512.5,487.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,10.25,1000.0,512.5,487.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,10.5,1000.0,512.5,487.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__backlog_shock__standard,retained_deferred,backlog_shock,standard,10.75,1000.0,512.5,487.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,1.0,26.5,1.0,0.0,21.5,0.0,21.5,0.0,0.0,21.5,0.955534,21.5,0.0,0.0,0.955534,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,1.25,71.0,44.5,0.0,22.5,0.0,22.5,0.0,0.0,22.5,0.335562,22.5,0.0,0.0,0.335562,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,1.5,115.0,89.0,0.0,21.5,0.0,21.5,0.0,0.0,21.5,0.192769,21.5,0.0,0.0,0.192769,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,1.75,158.5,134.0,0.0,20.5,0.0,20.5,0.0,0.0,20.5,0.131411,20.5,0.0,0.0,0.131411,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,2.0,203.0,179.5,0.0,20.0,0.0,20.0,0.0,0.0,20.0,0.099502,20.0,0.0,0.0,0.099502,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,2.25,248.0,224.5,0.0,19.5,0.0,19.5,0.0,0.0,19.5,0.079268,19.5,0.0,0.0,0.079268,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,2.5,292.5,269.5,0.0,24.0,0.0,24.0,0.0,0.0,24.0,0.082001,24.0,0.0,0.0,0.082001,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,2.75,337.5,314.5,0.0,27.0,0.0,27.0,0.0,0.0,27.0,0.079181,27.0,0.0,0.0,0.079181,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,3.0,382.5,359.5,0.0,27.5,0.0,27.5,0.0,0.0,27.5,0.071239,27.5,0.0,0.0,0.071239,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,3.25,427.5,405.0,0.0,27.0,0.0,27.0,0.0,0.0,27.0,0.062635,27.0,0.0,0.0,0.062635,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,3.5,472.0,451.0,0.0,26.5,0.0,26.5,0.0,0.0,26.5,0.055668,26.5,0.0,0.0,0.055668,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,3.75,513.0,494.5,0.0,26.5,0.0,26.5,0.0,0.0,26.5,0.053242,26.5,0.0,0.0,0.053242,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,4.0,557.5,539.0,0.0,25.0,0.0,25.0,0.0,0.0,25.0,0.046133,25.0,0.0,0.0,0.046133,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,4.25,602.0,584.5,0.0,25.0,0.0,25.0,0.0,0.0,25.0,0.042592,25.0,0.0,0.0,0.042592,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,4.5,636.0,613.0,0.0,24.5,0.0,24.5,0.0,0.0,24.5,0.038791,24.5,0.0,0.0,0.038791,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,4.75,681.5,659.0,0.0,24.5,0.0,24.5,0.0,0.0,24.5,0.036185,24.5,0.0,0.0,0.036185,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,5.0,727.5,705.0,0.0,24.5,0.0,24.5,0.0,0.0,24.5,0.033908,24.5,0.0,0.0,0.033908,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,5.25,772.5,751.0,0.0,24.0,0.0,24.0,0.0,0.0,24.0,0.031286,24.0,0.0,0.0,0.031286,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,5.5,816.5,796.5,0.0,24.0,0.0,24.0,0.0,0.0,24.0,0.029531,24.0,0.0,0.0,0.029531,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,5.75,846.0,820.5,0.0,23.5,0.0,23.5,0.0,0.0,23.5,0.028056,23.5,0.0,0.0,0.028056,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,6.0,890.0,859.0,0.0,23.5,0.0,23.5,0.0,0.0,23.5,0.026628,23.5,0.0,0.0,0.026628,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,6.25,927.5,903.5,0.0,24.0,0.0,24.0,0.0,0.0,24.0,0.025875,24.0,0.0,0.0,0.025875,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,6.5,972.0,949.0,0.0,23.5,0.0,23.5,0.0,0.0,23.5,0.024177,23.5,0.0,0.0,0.024177,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,6.75,1000.0,992.0,0.0,8.0,0.0,8.0,0.0,0.0,8.0,0.008,8.0,0.0,0.0,0.008,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,7.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,7.25,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,7.5,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,7.75,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,8.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,8.25,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,8.5,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,8.75,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,9.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__baseline__standard,retained_deferred,baseline,standard,9.25,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,1.0,16.5,0.0,0.0,16.5,0.0,16.5,0.0,0.0,11.0,0.69853,2.0,2.0,0.125,1.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,1.25,60.5,0.0,0.0,60.5,0.0,60.5,0.0,0.0,51.0,0.933333,7.0,3.0,0.066667,1.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,1.5,105.0,10.5,0.0,94.0,0.0,94.0,0.0,0.0,24.5,0.248742,0.5,67.0,0.677149,0.900435,0.0,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,1.75,148.5,11.0,0.0,137.5,0.0,104.5,34.0,0.0,68.5,0.447712,5.0,63.5,0.479302,0.923776,0.0,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,2.0,192.5,11.0,0.0,181.5,0.0,104.5,52.0,25.5,118.0,0.598283,10.0,58.5,0.337089,0.941414,0.0,0.132462
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,2.25,237.0,11.0,0.0,209.5,17.0,104.5,52.0,52.5,154.5,0.647663,15.0,53.5,0.247128,0.881857,0.07173,0.219209
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,2.5,281.0,11.0,0.0,209.0,61.5,104.5,52.0,52.0,159.0,0.571884,20.0,48.5,0.186518,0.741993,0.218861,0.185053
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,2.75,325.5,11.0,0.0,209.0,105.0,104.0,52.0,52.0,164.0,0.50963,25.0,43.5,0.142823,0.643625,0.322581,0.159755
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,3.0,370.0,11.0,0.0,209.0,148.5,105.0,52.0,52.0,169.5,0.459506,30.0,38.5,0.110435,0.568919,0.401351,0.140858
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,3.25,416.0,11.0,31.0,209.5,163.5,105.0,52.0,52.0,174.0,0.418623,3.0,34.5,0.087857,0.50601,0.393029,0.12635
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,3.5,461.0,11.0,31.0,209.5,208.0,105.0,52.0,51.5,179.0,0.392099,8.0,29.5,0.067541,0.457701,0.451193,0.114967
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,3.75,505.5,11.0,31.0,209.0,253.0,105.0,52.0,52.0,183.0,0.365712,13.0,26.0,0.051049,0.416416,0.500497,0.103928
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,4.0,551.5,11.0,31.0,210.5,298.5,105.0,53.0,53.0,186.0,0.338068,18.0,21.0,0.039216,0.383017,0.541102,0.095978
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,4.25,596.5,11.0,31.0,210.0,343.5,105.0,53.0,52.0,190.0,0.32283,22.0,16.0,0.027586,0.352304,0.575705,0.088853
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,4.5,641.0,11.0,31.0,209.0,388.5,104.5,52.5,52.0,194.5,0.30976,27.0,11.0,0.017614,0.327362,0.606084,0.082078
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,4.75,687.0,11.0,46.0,209.5,408.5,104.5,53.0,52.0,199.5,0.293502,15.5,6.0,0.008962,0.305456,0.592297,0.076646
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,5.0,733.0,11.0,62.0,209.5,449.5,105.0,52.0,53.0,191.0,0.268393,4.0,10.5,0.014305,0.287176,0.613233,0.072305
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,5.25,775.5,11.0,62.0,209.0,494.0,105.5,52.0,52.0,16.5,0.021117,9.0,193.5,0.238656,0.271208,0.634961,0.06808
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,5.5,820.0,11.0,62.0,209.0,539.0,105.0,52.5,52.5,21.0,0.025443,14.0,188.5,0.22067,0.256831,0.654524,0.064299
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,5.75,865.5,11.0,62.0,208.5,583.5,105.5,52.5,53.0,24.5,0.028399,19.0,187.0,0.215598,0.243664,0.672235,0.061236
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,6.0,911.0,11.0,62.0,210.0,630.5,106.0,52.0,52.5,30.0,0.033007,24.0,182.0,0.19914,0.230475,0.68958,0.057986
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,6.25,952.0,11.0,62.0,209.0,652.5,106.0,52.5,53.0,34.0,0.035699,28.0,177.0,0.184892,0.222298,0.696312,0.055234
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,6.5,975.5,11.0,92.0,204.5,660.5,102.5,53.0,52.0,26.0,0.026481,2.0,174.0,0.178791,0.21418,0.679477,0.05324
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,6.75,1000.0,11.0,92.0,186.5,706.0,84.0,52.5,52.5,11.0,0.011,7.0,169.0,0.169,0.1905,0.706,0.053
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,7.0,1000.0,11.0,92.0,157.5,739.0,51.5,52.5,52.5,0.0,0.0,11.5,164.0,0.164,0.1575,0.739,0.0525
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,7.25,1000.0,11.0,92.0,111.5,785.0,6.0,49.5,52.5,0.0,0.0,16.5,159.0,0.159,0.1115,0.785,0.0525
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,7.5,1000.0,11.0,92.0,64.0,832.5,0.0,11.0,50.0,0.0,0.0,21.5,154.0,0.154,0.064,0.8325,0.05
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,7.75,1000.0,11.0,92.0,17.5,879.0,0.0,0.0,17.5,0.0,0.0,26.5,149.0,0.149,0.0175,0.879,0.0175
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,8.0,1000.0,11.0,526.0,0.0,460.5,0.0,0.0,0.0,0.0,0.0,291.0,171.0,0.171,0.0,0.4605,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,8.25,1000.0,11.0,679.0,0.0,299.5,0.0,0.0,0.0,0.0,0.0,298.5,0.0,0.0,0.0,0.2995,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,8.5,1000.0,11.0,679.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.31,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,8.75,1000.0,11.0,679.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.31,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,9.0,1000.0,11.0,679.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.31,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,9.25,1000.0,11.0,679.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.31,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,9.5,1000.0,11.0,679.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.31,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,9.75,1000.0,11.0,704.0,0.0,287.5,0.0,0.0,0.0,0.0,0.0,287.5,0.0,0.0,0.0,0.2875,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,10.0,1000.0,11.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,10.25,1000.0,11.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,10.5,1000.0,11.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,10.75,1000.0,11.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,11.0,1000.0,11.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,11.25,1000.0,11.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
