scenario_id,configuration,family,severity,t_sec,produced_total,completed_in_time_total,expired_total,salvageable_unsettled_cases,doomed_unsettled_cases,comfortable_slack_cases,warning_slack_cases,critical_slack_cases,active_settlement_cases,active_settlement_share,pending_cases,retained_backlog_cases,retained_backlog_share,salvageable_unsettled_share,doomed_unsettled_share,critical_slack_share
deadline_constrained__transient_immediate__degradation__moderate,transient_immediate,degradation,moderate,6.5,978.5,399.0,244.5,203.0,136.0,98.5,53.0,53.0,203.0,0.209756,0.0,0.0,0.0,0.209756,0.138057,0.055188
deadline_constrained__transient_immediate__degradation__moderate,transient_immediate,degradation,moderate,6.75,1000.0,399.0,273.5,171.0,154.0,78.5,52.5,53.0,171.0,0.171,0.0,0.0,0.0,0.171,0.155,0.054
deadline_constrained__transient_immediate__degradation__moderate,transient_immediate,degradation,moderate,7.0,1000.0,399.0,302.5,136.0,165.0,34.5,53.5,52.5,136.0,0.136,0.0,0.0,0.0,0.136,0.165,0.053596
deadline_constrained__transient_immediate__degradation__moderate,transient_immediate,degradation,moderate,7.25,1000.0,399.0,309.5,117.0,170.5,31.5,50.5,52.0,117.0,0.117,0.0,0.0,0.0,0.117,0.1705,0.0525
deadline_constrained__transient_immediate__degradation__moderate,transient_immediate,degradation,moderate,7.5,1000.0,399.0,338.5,87.0,185.5,0.0,37.0,51.5,87.0,0.087,0.0,0.0,0.0,0.087,0.1855,0.0515
deadline_constrained__transient_immediate__degradation__moderate,transient_immediate,degradation,moderate,7.75,1000.0,399.0,359.5,43.0,198.0,0.0,0.0,38.5,43.0,0.043,0.0,0.0,0.0,0.043,0.198,0.0385
deadline_constrained__transient_immediate__degradation__moderate,transient_immediate,degradation,moderate,8.0,1000.0,399.0,474.5,0.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0875,0.0
deadline_constrained__transient_immediate__degradation__moderate,transient_immediate,degradation,moderate,8.25,1000.0,401.0,599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__transient_immediate__degradation__moderate,transient_immediate,degradation,moderate,8.5,1000.0,401.0,599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__transient_immediate__degradation__moderate,transient_immediate,degradation,moderate,8.75,1000.0,401.0,599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__transient_immediate__degradation__moderate,transient_immediate,degradation,moderate,9.0,1000.0,401.0,599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__transient_immediate__degradation__moderate,transient_immediate,degradation,moderate,9.25,1000.0,401.0,599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__transient_immediate__degradation__moderate,transient_immediate,degradation,moderate,9.5,1000.0,401.0,599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__transient_immediate__degradation__moderate,transient_immediate,degradation,moderate,9.75,1000.0,401.0,599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__transient_immediate__degradation__moderate,transient_immediate,degradation,moderate,10.0,1000.0,401.0,599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__transient_immediate__degradation__moderate,transient_immediate,degradation,moderate,10.25,1000.0,401.0,599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__transient_immediate__degradation__moderate,transient_immediate,degradation,moderate,10.5,1000.0,401.0,599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
