t_sec,produced_total,produced_progress_fraction,attained_total,completed_in_time_total,expired_total,unresolved_cases,unresolved_share,salvageable_unsettled_cases,salvageable_unsettled_share,doomed_unsettled_cases,doomed_unsettled_share,comfortable_slack_cases,comfortable_slack_share,warning_slack_cases,warning_slack_share,critical_slack_cases,critical_slack_share,active_settlement_cases,active_settlement_share,pending_cases,retained_backlog_cases,retained_backlog_share,disturbance_active,configured_delay_ms,configured_ramp_seconds,effective_delay_ms_current,consumer_pause_configured_seconds
0.004477,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,8.0,0.0,8.0,0.0
0.338301,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,8.0,0.0,8.0,0.0
0.664214,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,8.0,0.0,8.0,0.0
0.990326,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,8.0,0.0,8.0,0.0
1.244467,43,0.037,29,29,0,14,0.325581,14,0.325581,0,0.0,14,0.325581,0,0.0,0,0.0,14,0.325581,0,0,0.0,1,8.0,0.0,8.0,0.0
1.498436,87,0.086,58,58,0,29,0.333333,29,0.333333,0,0.0,29,0.333333,0,0.0,0,0.0,29,0.333333,0,0,0.0,1,8.0,0.0,8.0,0.0
1.756296,133,0.118,88,88,0,45,0.338346,45,0.338346,0,0.0,45,0.338346,0,0.0,0,0.0,45,0.338346,0,0,0.0,1,8.0,0.0,8.0,0.0
2.007488,178,0.168,117,117,0,61,0.342697,61,0.342697,0,0.0,61,0.342697,0,0.0,0,0.0,61,0.342697,0,0,0.0,1,8.0,0.0,8.0,0.0
2.265341,224,0.218,147,147,0,77,0.34375,77,0.34375,0,0.0,77,0.34375,0,0.0,0,0.0,77,0.34375,0,0,0.0,1,8.0,0.0,8.0,0.0
2.523239,270,0.268,177,177,0,93,0.344444,93,0.344444,0,0.0,93,0.344444,0,0.0,0,0.0,93,0.344444,0,0,0.0,1,8.0,0.0,8.0,0.0
2.775905,314,0.3,206,206,0,108,0.343949,108,0.343949,0,0.0,106,0.33758,2,0.006369,0,0.0,108,0.343949,0,0,0.0,1,8.0,0.0,8.0,0.0
